메뉴 이름,방법 분류,국가 분류,테마 분류,난이도 분류,칼로리,조회수,분량,주재료 이름,부재료 이름,양념,레시피,조리시간
참치김치말이,"['튀김', '커틀릿']",퓨전,메인요리,매우 쉬움,345.0,11457,2,"['스타키스트참치 1개', '김치 1/2포기']","['밀가루 5큰술', '계란 1개', '빵가루 1컵', '식용유 적당량']",['참기름 1큰술'],"['1. 스타키스트참치는 체에 밭쳐 기름기를 제거한다.', '2. 김치는 속을 털어내고 대강 씻어 물기를 제거한다.', '3. ②번 김치에 참기름으로 살짝 간을 한다.', '4. ③번 김치를 펴서 참치, 김치를 올리고 돌돌 말아준다.', '5. ④번을 밀가루, 계란, 빵가루 순으로 옷을 입힌다.', '6. 식용유에 ⑤번을 살짝 튀겨낸 후 먹기 좋은 크기로 썰어낸다.']",25
춘권피채소말이튀김,"['튀김', '커틀릿']",퓨전,메인요리,쉬움,451.0,14137,2,['춘권피 10장'],"['베이컨 10장', '양파 1/2개', '청피망 1/2개', '당근 1/3개', '홍피망 1/3개', '계란 1개', '방울토마토 약간']","['식용유 적당량', '올리브오일 1큰술', '식초 1큰술']","['1. 양파, 청피망, 홍피망, 당근은 길이 5cm, 두께 0.3cm로 채 썬다.', '2. 팬에 식용유를 두르고 센 불에서 ①의 채소를 살짝 볶아 소금으로 간한다.', '3. ②를 재빨리 넓은 접시에 펼쳐 식힌다.', '4. 베이컨 위에 ③을 골고루 올리고 돌돌 만다.', '5. 춘권피에 ④를 놓고 만 후 끝부분에 계란물을 발라 떨어지지 않게 접착시킨다.', '6. 170℃의 튀김온도에 튀겨 낸 후 기름 종이로 기름을 잘 뺀다.', '7. 방울토마토를 반 갈라 올리브오일과 식초를 1:1의 비율로 넣어 버무려 곁들인다.']",60
케이준입힌갈치와이탈리안드레싱,"['튀김', '커틀릿']",퓨전,메인요리,쉬움,331.0,14977,2,['갈치 1마리'],"['빵가루 60', '밀가루 50g', '양파(잘게썬것) 50g', '청피망 1/2개', '홍피망 1/2개', '계란 1개']","['케이준 스파이스 20g', '사과식초 5큰술', '올리브오일 1과1/2컵', '닭육수 3큰술', '마늘주스 2작은술']","['1. 갈치를 3장 뜨기하여 갈치살을 한 입 크기로 손질한다.', '2. 빵가루와 케이준 스파이스를 잘 섞어 둔다.', '3. 손질한 갈치에 밀가루와 계란으로 옷을 입힌 후, 섞어 둔 빵가루와 케이준 스파이스를 묻혀 기름 온도 165˚C에 노릇노릇하게 튀긴다.', '4. 접시 위에 튀긴 갈치를 놓고 그 위에 채소를 얹는다.', '5. 남은 갈치 뼈는 15cm의 크기로 잘라서 잘 튀긴 다음 장식용으로 사용하고 이탈리안 드레싱을 곁들인다.']",60
단호박매운해물찜,['찜'],퓨전,메인요리,쉬움,380.0,12061,4,"['단호박 1개', '오징어 1마리', '칵테일새우 10마리', '조갯살 100g']","['양파 1/2개', '피망 1/2개', '모짜렐라치즈 200g']","['고춧가루 1큰술', '고추장 2큰술', '설탕 2큰술', '간장 1큰술', '참기름 약간', '깨소금 약간', '다진마늘 약간', '소금 약간', '후춧가루 약간']","['1. 양파, 피망은 한 입 크기로 썰고, 오징어는 껍질을 벗겨 링으로 썰어두고, 칵테일새우와 조갯살은 깨끗이 씻어 준비한다.', '2. 프라이팬에 기름을 두르고 해물을 볶다가 양념 재료를 섞어 함께 볶아준다.', '3. 해물이 익으면 양파와 피망을 넣고 볶다가 소금으로 간을 맞춘다.', '4. 단호박은 찜통에 넣고 쪄 속을 파낸다.', '5. ④에 양념한 해물을 넣고 모짜렐라치즈를 올려 200℃로 예열한 오븐에 15분 정도 구워낸다.']",60
돼지갈비레몬찜,['찜'],퓨전,메인요리,매우 쉬움,420.0,19184,2,['돼지갈비 500g'],['레몬 1개'],"['다진마늘 1큰술', '저민마늘 5쪽', '청양고추 2개', '화이트와인 1/2컵', '물 1컵', '소금 약간', '후춧가루 약간', '올리브오일 2큰술']","['1. 돼지갈비는 먹기 좋게 잘라서 찬물에 1시간 정도 담갔다가 건져 물기를 뺀다.', '2. 레몬은 5mm 두께로 슬라이스하고 고추는 꼭지를 떼어내고 작게 자른다.', '3. 갈비에 소금, 후춧가루, 다진 마늘을 넣고 준비된 재료를 섞어 향이 배도록 10분간 재워둔다.', '4. 프라이팬에 올리브오일을 두르고 저민 마늘을 볶아 향이 나면 재어둔 돼지갈비와 레몬을 넣어 노릇하게 굽는다.', '5. 노릇하게 색이 나면 화이트와인과 물 1컵을 넣고 약한 불에서 30분 정도 조린다. 간이 부족하면 소금과 후춧가루를 넣어서 간을 한다.']",60
버섯호일찜,['찜'],퓨전,메인요리,매우 쉬움,150.0,35531,2,"['양송이버섯 6개', '느타리버섯 60g', '표고버섯 4개']","['베이컨 2장', '쑥갓 100g', '쿠킹호일 약간']","['버터 2작은술', '청주 1작은술', '소금 약간', '후춧가루 약간']","['1. 쿠킹호일을 70cm 정도를 뜯어 반을 접어놓는다.', '2. 준비한 버섯은 먹기 좋은 크기로 자르고 베이컨은 폭 1cm 크기로 썰어두고 쑥갓은 다듬어 씻은 후 물기를 제거한다.', '3. 버섯, 베이컨, 쑥갓을 반 접어놓은 호일의 반쪽에 올려놓고, 소금, 후춧가루로 간을 약하게 한 뒤 청주와 버터를 바닥에 넣어 사용하지 않은 반쪽의 호일로 덮는다.', '4. 찌는 과정에서 물이 들어가지 않도록 테두리의 벌어진 부분을 모두 말아올려 밀봉해서 프라이팬에 넣고 물을 자작하게 부어준 뒤 뚜껑을 닫아 쪄낸다.', '5. 호일이 부풀어 오르면 뚜껑을 열어 이쑤시개로 윗 부분에 구멍을 몇 개 내준 뒤 뚜껑을 덮고 잠시 뜸을 들인다.', '6. 먹기 직전에 윗부분의 호일을 찢어 내놓는다. 간이 부족하거나 심심하다 생각될 땐 소스를 곁들여 낸다.']",20
삼겹살레몬찜,['찜'],퓨전,메인요리,매우 쉬움,420.0,10164,4,['돼지고기(삼겹살) 1kg'],"['레몬 1개', '마른고추 5개', '마늘 4톨']","['화이트와인 1/2컵', '물 1컵', '다진마늘 2큰술', '올리브오일 약간', '소금 약간', '후춧가루 약간']","['1. 삼겹살은 먹기 좋게 잘라서 찬물에 1시간 정도 담갔다 건져서 물기를 뺀 후 소금, 후춧가루, 다진마늘을 넣는다. 레몬은 0.5cm 두께로 슬라이스하고, 마른 고추는 꼭지를 떼내어 작게 잘라 삼겹살에 같이 넣고 재운다.', '2. 프라이팬에 올리브오일을 두르고 편썬 마늘을 넣고 볶아 향이 나면 재운 삼겹살과 레몬을 넣어서 노릇하게 굽는다.', '3. ②의 고기가 노릇하게 색이 나면 화이트와인과 물을 넣고 약한 불에서 30분 정도 조리고 간이 부족하면 소금과 후춧가루를 넣어서 간을 마무리 한다.']",60
냉고기쌈,"['나물', '생채', '샐러드']",퓨전,메인요리,매우 쉬움,170.0,17331,4,"['쇠고기 400g', '무순 50g', '양배추 70g', '당근 50g']","['맛술 4큰술', '간장 2큰술', '설탕 적당량']","['고추냉이(와사비) 1작은술', '간장 1큰술', '식초 2/3큰술', '물 1작은술']","['1. 얇게 썬 채끝살은 하나씩 데쳐서 냉수에 담가 기름을 뺀다.', '2. ①을 맛술, 간장, 설탕에 넣어 하루정도 잰다.', '3. 양배추와 당근은 곱게 채썰고 무순은 깨끗이 씻는다.', '4. ②의 고기에 ③을 채우고 한입 크기로 만다.', '5. 와사비초장을 함께 곁들여 낸다.']",20
된장소스와 채소샐러드,"['나물', '생채', '샐러드']",퓨전,반찬,매우 쉬움,120.0,44534,2,"['상추 2장', '양상추 2장', '된장 2큰술', '사과 1/4쪽', '배 1/4쪽']","['적상추 2장', '치커리 3잎', '청로즈잎 2장', '토마토 1/2개']","['우유 1/2컵', '고추장 1큰술', '마요네즈 1큰술', '식초 1큰술', '꿀 1큰술', '올리브오일 1큰술']","['1. 채소 재료는 물에 깨끗이 씻은 후 얼음물에 20분간 담가 싱싱해지면 건져 물기를 빼 손으로 한 입 크기로 잘라준다.', '2. 과일의 껍질을 벗겨낸 후 분량의 소스재료를 믹서기에 넣고 갈아 소스를 만든다.', '3. 그릇에 샐러드 재료를 담고 된장소스를 뿌려준다.']",20
두부드레싱과 채소샐러드,"['나물', '생채', '샐러드']",퓨전,반찬,매우 쉬움,91.0,36713,2,"['상추잎 10장', '두부 1/2모', '적양배추잎 5장']","['당근 1/4개', '파프리카 1/2개']","['깨소금 1작은술', '꿀 1작은술', '소금 약간', '레몬즙 1작은술', '연겨자 약간']","['1. 야채는 깨끗이 씻어 손질한 후 찬물에 담가둔다.', '2. 두부는 흐르는 물에 한번 헹군 후 물기를 살짝 제거하고 분량의 양념 재료를 넣어 믹서에 곱게 갈아 두부드레싱을 준비한다.', '3. 당근은 가로로 얇게 썰고, 파프리카는 굵게 채썬다.', '4. ③을 제외한 야채는 물기를 제거하고 적당하게 찢는다.', '5. 넓은 접시에 야채를 올리고 두부드레싱을 뿌린다.']",30
두부허브샐러드,"['나물', '생채', '샐러드']",퓨전,반찬,매우 쉬움,95.0,35828,2,"['두부 1/2모', '엔다이브 20g', '적치커리 20g', '토마토 1개']","['그린치커리 20g', '청경채 30g', '적채 약간', '애플민트 약간']","['올리브오일 3큰술', '설탕 1큰술', '간장 1큰술', '식초 1/2큰술', '양파즙 1큰술', '참깨 약간']","['1. 두부는 깨끗이 씻어 차게 보관해 사방 2cm의 정사각형으로 썬다.', '2. 채소와 허브를 먹기 좋은 크기로 손질해 흐르는 물에 씻어 싱싱하게 보관하고 토마토는 4~5쪽으로 썬다.', '3. 분량의 드레싱 재료를 잘 섞어 올리브오일드레싱을 만든다.', '4. ①과 ②를 골고루 담고 올리브오일드레싱을 곁들인다.', '*사진제공: 메뉴판닷컴 패널 요리인 언제나웃음']",30
레이즌엔다이브,"['나물', '생채', '샐러드']",퓨전,메인요리,매우 쉬움,150.0,13058,3,['엔다이브 12장'],"['사워크림 12큰술', '건포도 12개', '캐비어 2작은술', '차이브 3줄기']",,"['1. 엔다이브는 한 잎씩 떼어 물에 담가 놓는다.', '2. 엔다이브를 체에 밭쳐 물기를 제거하고 젖은 행주에 싸서 냉장고에 보관한다.', '3. 엔다이브 한장 한장 마다 사워크림 1큰술, 건포도 1개, 캐비어 순으로 얹는다.', '4. 차이브를 얹어 마무리한다.']",30
메추리알카나페,"['나물', '생채', '샐러드']",퓨전,메인요리,매우 쉬움,203.0,16264,2,"['메추리알 6쪽', '식빵 2쪽']","['파프리카 1/2개', '캐비어 약간', '날치알 약간']","['크림치즈 1/2큰술', '마요네즈 1/2큰술', '레몬주스 약간', '소금 약간', '흰후춧가루 약간']","['1. 메추리알은 완숙이 되도록 삶는다.', '2. 삶은 메추리알은 길게 반으로 가른다.', '3. 파프리카를 구운 후 껍질을 제거하고 모두 으깬 후 크림치즈와 마요네즈를 섞고 레몬주스, 소금, 후춧가루를 뿌려 파프리카소스를 만든다.', '4. 식빵은 모양틀을 이용해서 자른 후 파프리카소스를 바른다.', '5. ④ 위에 자른 메추리알을 올리고 캐비어나 날치알을 올려서 모양을 낸다.']",30
발사믹드레싱양파샐러드,"['나물', '생채', '샐러드']",퓨전,반찬,매우 쉬움,93.0,26266,2,['양파 2개'],"['허브 약간', '꼬치']","['올리브오일 5큰술', '[발사믹 드레싱] 발사믹식초 1/5컵', '올리브오일 1/4컵', '럼주 1/2', '레몬주스 1작은술', '설탕 약간', '소금 약간', '후춧가루 약간']","['1. 양파는 껍질을 벗기고 링 모양으로 2cm 두께가 되도록 잘라서 모양이 흐트러지지 않도록 꼬치로 고정 시킨 후 소금, 후춧가루를 뿌린다.', '2. 볼에 올리브오일과 각종 허브를 넣고 잘 섞어준 후 준비한 양파를 넣고 재워둔다.', '3. 냄비에 분량의 발사믹식초를 넣고 끓여 반으로 졸인 다음 냉장고에 넣어 식힌다.', '4. 올리브오일을 ③에 조금씩 나누어 넣으면서 거품기로 저어 농도를 되직하게 만들고 럼주, 소금, 후춧가루, 레몬주스를 넣고 잘 섞어 발사믹드레싱을 완성한다.', '5. 210℃로 예열한 그릴에 재워둔 양파를 올려 노릇하게 구워 꼬치를 빼서 접시에 올리고, 발사믹드레싱을 곁들인다.']",30
배깨초무침,"['나물', '생채', '샐러드']",퓨전,반찬,매우 쉬움,185.0,24245,2,"['배 1/2개', '오이 1/2개']","['목이버섯 20g', '팽이버섯 20g']","['깨 2큰술', '식초 2큰술', '설탕 1큰술', '소금 약간']","['1. 오이를 채썰어 소금에 절인다.', '2. 배를 채썰어 준비한다.', '3. 목이 버섯은 물에 불려 채썰고 팽이버섯은 살짝 구워서 먹기 좋게 자른다.', '4. 깨를 갈고 난 다음에 식초와 설탕, 소금을 넣어 녹인다.', '5. 오이, 배, 버섯을 섞고 그 위에 ④의 소스를 뿌려 버무린다.']",20
부추올리브오일무침,"['나물', '생채', '샐러드']",퓨전,반찬,매우 쉬움,43.0,45444,2,"['부추 100g', '올리브오일 3큰술']","['[양념장] 다진파 1큰술', '다진마늘 1/2큰술', '간장 1큰술', '식초 1큰술', '고춧가루 1/2큰술', '설탕 1/2큰술', '통깨 1작은술']",,"['1. 부추는 깨끗이 다듬은 후 물기를 제거하고 5cm 길이로 자른다.', '2. 분량의 양념 재료로 양념장을 만든다.', '3. 부추와 양념장을 냉장고에 차갑게 보관해 두었다가 상에 내기 직전에 버무려 낸다.']",20
수삼치즈샐러드,"['나물', '생채', '샐러드']",퓨전,반찬,매우 쉬움,264.0,16584,2,"['수삼 1뿌리', '크림치즈 3큰술']","['양상추 3잎', '무', '래디쉬 2개', '적채 약간', '치커리 50g']",['마요네즈 3큰술'],"['1. 수삼은 잔뿌리를 제거하고 어슷하게 저민다.', '2. 양상추는 한 입 크기로 뜯고 래디쉬는 얇게 썰고 적채는 곱게 채 썰어 치커리와 함께 찬물에 담갔다가 물기를 뺀다.', '3. 분량의 크림치즈와 마요네즈를 섞어 드레싱을 만든다.', '4. ③의 드레싱에 ①과 ②의 재료를 넣고 가볍게 버무린다.']",20
어묵샐러드,"['나물', '생채', '샐러드']",퓨전,반찬,매우 쉬움,183.0,30139,2,['어묵 100g'],"['양파 10g', '피클 10g', '청피망 10g', '홍피망 10g']","['마요네즈 3큰술', '양겨자 1큰술']","['1. 어묵은 끓는 물에 살짝 데쳐서 기름기를 제거한 후 식혀둔다.', '2. 양파, 피클, 청피망, 홍피망은 잘게 다져서 마요네즈와 양겨자에 버무려 놓는다.', '3. ①의 식힌 어묵에 ②의 소스를 버무려 접시에 담는다.']",20
연어채소채말이,"['나물', '생채', '샐러드']",퓨전,메인요리,매우 쉬움,268.0,42466,2,['연어(훈제한것) 100g'],"['치커리 15g', '적채 15g', '캐비어 15g', '무순 약간']",,"['1. 훈제 연어는 채소를 말 정도로 얇게 준비한다.', '2. 치커리, 적채 등은 얇게 채쳐서 찬물에 담가둔다.', '3. 병에 든 캐비어를 준비한다.', '4. 무순은 흩어지지 않게 준비해서 밑만 잘라낸다.', '5. 모든 채소는 물기를 제거한다.', '6. 얇게 저민 훈제 연어에 치커리 등의 채소를 넣고 돌돌 만다.', '7. 접시에 채소를 넣고 만 훈제 연어를 보기좋게 담고 캐비어를 그 위에 놓는다.']",30
와사비문어숙회,"['나물', '생채', '샐러드']",퓨전,메인요리,매우 쉬움,149.0,19170,4,"['와사비 1작은술', '문어다리 4개']","['가쓰오부시 4큰술', '양파 1/2개', '새싹채소 30g']","['식초 1작은술', '모과청 1큰술', '간장 1큰술']","['1. 문어는 소금과 밀가루를 뿌려 바락바락 문질러 거품이 나오지 않을 때까지 깨끗이 씻는다.', '2. 양파를 도톰하게 채썰어 그 위에 문어다리를 올리고 질겨지지 않도록 15분 정도 찐다.', '3. 분량의 모과청, 와사비, 간장, 식초를 고루 섞어 준다.', '4. 새싹채소는 깨끗이 손질하고, 쪄낸 문어는 질기지 않도록 가늘게 어슷썬다.', '5. 그릇에 새싹채소와 문어를 보기 좋게 담은 후 준비한 양념장을 고루 뿌린 다음 가쓰오부시를 뿌려 그릇에 낸다.']",30
와사비연어샐러드,"['나물', '생채', '샐러드']",퓨전,메인요리,매우 쉬움,235.0,27077,2,"['건포도 40g', '훈제연어 70g', '양상추 30g']","['치커리 10g', '새싹채소 20g', '적양파 1/4개', '케이퍼 1큰술']","['마요네즈 1/4컵', '플레인요구르트 1/4컵', '와사비 1큰술', '레몬즙 1큰술', '다진건포도 1큰술', '메이플시럽 1큰술', '후춧가루 약간', '소금 1/4작은술']","['1. 분량의 드레싱 재료를 섞어 와사비마요드레싱을 만들어 차게 보관한다.', '2. 양상추, 치커리, 새싹채소는 깨끗이 씻어 물기를 제거한다.', '3. 적양파는 깨끗이 씻어 길이로 채썬다.', '4. 채소를 접시에 담고 훈제연어를 말아 담은 뒤 적양파와 케이퍼, 건포도를 올린다.', '5. 마지막에 와사비마요드레싱을 끼얹어 낸다.', '[출처] 캘리포니아 건포도 요리교실 6회차, 라퀴진 이지현 강사', '', '']",30
